category,paper_id,title,link,summary
cs.LG,cs.LG_19,ODE-free Neural Flow Matching for One-Step Generative Modeling,https://arxiv.org/abs/2604.06413,"arXiv:2604.06413v1 Announce Type: new 
Abstract: Diffusion and flow matching models generate samples by learning time-dependent vector fields whose integration transports noise to data, requiring tens"
cs.LG,cs.LG_20,Neural Computers,https://arxiv.org/abs/2604.06425,"arXiv:2604.06425v1 Announce Type: new 
Abstract: We propose a new frontier: Neural Computers (NCs) -- an emerging machine form that unifies computation, memory, and I/O in a learned runtime state. Unl"
cs.LG,cs.LG_21,The Depth Ceiling: On the Limits of Large Language Models in Discovering Latent Planning,https://arxiv.org/abs/2604.06427,"arXiv:2604.06427v1 Announce Type: new 
Abstract: The viability of chain-of-thought (CoT) monitoring hinges on models being unable to reason effectively in their latent representations. Yet little is k"
cs.LG,cs.LG_22,From Load Tests to Live Streams: Graph Embedding-Based Anomaly Detection in Microservice Architectures,https://arxiv.org/abs/2604.06448,"arXiv:2604.06448v1 Announce Type: new 
Abstract: Prime Video regularly conducts load tests to simulate the viewer traffic spikes seen during live events such as Thursday Night Football as well as vide"
cs.LG,cs.LG_23,Quality-preserving Model for Electronics Production Quality Tests Reduction,https://arxiv.org/abs/2604.06451,"arXiv:2604.06451v1 Announce Type: new 
Abstract: Manufacturing test flows in high-volume electronics production are typically fixed during product development and executed unchanged on every unit, eve"
cs.LG,cs.LG_24,Weighted Bayesian Conformal Prediction,https://arxiv.org/abs/2604.06464,"arXiv:2604.06464v1 Announce Type: new 
Abstract: Conformal prediction provides distribution-free prediction intervals with finite-sample coverage guarantees, and recent work by Snell \& Griffiths refr"
cs.LG,cs.LG_25,Conformal Margin Risk Minimization: An Envelope Framework for Robust Learning under Label Noise,https://arxiv.org/abs/2604.06468,"arXiv:2604.06468v1 Announce Type: new 
Abstract: Most methods for learning with noisy labels require privileged knowledge such as noise transition matrices, clean subsets or pretrained feature extract"
cs.LG,cs.LG_26,MICA: Multivariate Infini Compressive Attention for Time Series Forecasting,https://arxiv.org/abs/2604.06473,"arXiv:2604.06473v1 Announce Type: new 
Abstract: Multivariate forecasting with Transformers faces a core scalability challenge: modeling cross-channel dependencies via attention compounds attention's "
cs.LG,cs.LG_27,AE-ViT: Stable Long-Horizon Parametric Partial Differential Equations Modeling,https://arxiv.org/abs/2604.06475,"arXiv:2604.06475v1 Announce Type: new 
Abstract: Deep Learning Reduced Order Models (ROMs) are becoming increasingly popular as surrogate models for parametric partial differential equations (PDEs) du"
cs.LG,cs.LG_28,Distributed Interpretability and Control for Large Language Models,https://arxiv.org/abs/2604.06483,"arXiv:2604.06483v1 Announce Type: new 
Abstract: Large language models that require multiple GPU cards to host are usually the most capable models. It is necessary to understand and steer these models"
cs.LG,cs.LG_29,Inference-Time Code Selection via Symbolic Equivalence Partitioning,https://arxiv.org/abs/2604.06485,"arXiv:2604.06485v1 Announce Type: new 
Abstract: ""Best-of-N"" selection is a popular inference-time scaling method for code generation using Large Language Models (LLMs). However, to reliably identify "
cs.LG,cs.LG_30,Discrete Flow Matching Policy Optimization,https://arxiv.org/abs/2604.06491,"arXiv:2604.06491v1 Announce Type: new 
Abstract: We introduce Discrete flow Matching policy Optimization (DoMinO), a unified framework for Reinforcement Learning (RL) fine-tuning Discrete Flow Matchin"
cs.LG,cs.LG_31,Optimal Rates for Pure {\varepsilon}-Differentially Private Stochastic Convex Optimization with Heavy Tails,https://arxiv.org/abs/2604.06492,"arXiv:2604.06492v1 Announce Type: new 
Abstract: We study stochastic convex optimization (SCO) with heavy-tailed gradients under pure epsilon-differential privacy (DP). Instead of assuming a bound on "
cs.LG,cs.LG_32,Improving Robustness In Sparse Autoencoders via Masked Regularization,https://arxiv.org/abs/2604.06495,"arXiv:2604.06495v1 Announce Type: new 
Abstract: Sparse autoencoders (SAEs) are widely used in mechanistic interpretability to project LLM activations onto sparse latent spaces. However, sparsity alon"
cs.LG,cs.LG_33,"Transformer See, Transformer Do: Copying as an Intermediate Step in Learning Analogical Reasoning",https://arxiv.org/abs/2604.06501,"arXiv:2604.06501v1 Announce Type: new 
Abstract: Analogical reasoning is a hallmark of human intelligence, enabling us to solve new problems by transferring knowledge from one situation to another. Ye"
cs.LG,cs.LG_34,VLMShield: Efficient and Robust Defense of Vision-Language Models against Malicious Prompts,https://arxiv.org/abs/2604.06502,"arXiv:2604.06502v1 Announce Type: new 
Abstract: Vision-Language Models (VLMs) face significant safety vulnerabilities from malicious prompt attacks due to weakened alignment during visual integration"
cs.LG,cs.LG_35,Efficient Quantization of Mixture-of-Experts with Theoretical Generalization Guarantees,https://arxiv.org/abs/2604.06515,"arXiv:2604.06515v1 Announce Type: new 
Abstract: Sparse Mixture-of-Experts (MoE) allows scaling of language and vision models efficiently by activating only a small subset of experts per input. While "
cs.LG,cs.LG_36,Time-Series Classification with Multivariate Statistical Dependence Features,https://arxiv.org/abs/2604.06537,"arXiv:2604.06537v1 Announce Type: new 
Abstract: In this paper, we propose a novel framework for non-stationary time-series analysis that replaces conventional correlation-based statistics with direct"
cs.LG,cs.LG_37,When Does Context Help? A Systematic Study of Target-Conditional Molecular Property Prediction,https://arxiv.org/abs/2604.06558,"arXiv:2604.06558v1 Announce Type: new 
Abstract: We present the first systematic study of when target context helps molecular property prediction, evaluating context conditioning across 10 diverse pro"
cs.LG,cs.LG_38,TwinLoop: Simulation-in-the-Loop Digital Twins for Online Multi-Agent Reinforcement Learning,https://arxiv.org/abs/2604.06610,"arXiv:2604.06610v1 Announce Type: new 
Abstract: Decentralised online learning enables runtime adaptation in cyber-physical multi-agent systems, but when operating conditions change, learned policies "
cs.LG,cs.LG_39,PD-SOVNet: A Physics-Driven Second-Order Vibration Operator Network for Estimating Wheel Polygonal Roughness from Axle-Box Vibrations,https://arxiv.org/abs/2604.06620,"arXiv:2604.06620v1 Announce Type: new 
Abstract: Quantitative estimation of wheel polygonal roughness from axle-box vibration signals is a challenging yet practically relevant problem for rail-vehicle"
cs.LG,cs.LG_40,SubFLOT: Submodel Extraction for Efficient and Personalized Federated Learning via Optimal Transport,https://arxiv.org/abs/2604.06631,"arXiv:2604.06631v1 Announce Type: new 
Abstract: Federated Learning (FL) enables collaborative model training while preserving data privacy, but its practical deployment is hampered by system and stat"
cs.LG,cs.LG_41,SHAPE: Stage-aware Hierarchical Advantage via Potential Estimation for LLM Reasoning,https://arxiv.org/abs/2604.06636,"arXiv:2604.06636v1 Announce Type: new 
Abstract: Process supervision has emerged as a promising approach for enhancing LLM reasoning, yet existing methods fail to distinguish meaningful progress from "
cs.LG,cs.LG_42,FlowAdam: Implicit Regularization via Geometry-Aware Soft Momentum Injection,https://arxiv.org/abs/2604.06652,"arXiv:2604.06652v1 Announce Type: new 
Abstract: Adaptive moment methods such as Adam use a diagonal, coordinate-wise preconditioner based on exponential moving averages of squared gradients. This dia"
cs.LG,cs.LG_43,GraphWalker: Graph-Guided In-Context Learning for Clinical Reasoning on Electronic Health Records,https://arxiv.org/abs/2604.06684,"arXiv:2604.06684v1 Announce Type: new 
Abstract: Clinical Reasoning on Electronic Health Records (EHRs) is a fundamental yet challenging task in modern healthcare. While in-context learning (ICL) offe"
cs.LG,cs.LG_44,Towards Accurate and Calibrated Classification: Regularizing Cross-Entropy From A Generative Perspective,https://arxiv.org/abs/2604.06689,"arXiv:2604.06689v1 Announce Type: new 
Abstract: Accurate classification requires not only high predictive accuracy but also well-calibrated confidence estimates. Yet, modern deep neural networks (DNN"
cs.LG,cs.LG_45,Bi-Lipschitz Autoencoder With Injectivity Guarantee,https://arxiv.org/abs/2604.06701,"arXiv:2604.06701v1 Announce Type: new 
Abstract: Autoencoders are widely used for dimensionality reduction, based on the assumption that high-dimensional data lies on low-dimensional manifolds. Regula"
cs.LG,cs.LG_46,Bi-level Heterogeneous Learning for Time Series Foundation Models: A Federated Learning Approach,https://arxiv.org/abs/2604.06727,"arXiv:2604.06727v1 Announce Type: new 
Abstract: Heterogeneity in time series data is more pronounced than in vision or language, as temporal dynamics vary substantially across domains and tasks. Exis"
cs.LG,cs.LG_47,Extraction of linearized models from pre-trained networks via knowledge distillation,https://arxiv.org/abs/2604.06732,"arXiv:2604.06732v1 Announce Type: new 
Abstract: Recent developments in hardware, such as photonic integrated circuits and optical devices, are driving demand for research on constructing machine lear"
cs.LG,cs.LG_48,Busemann energy-based attention for emotion analysis in Poincar\'e discs,https://arxiv.org/abs/2604.06752,"arXiv:2604.06752v1 Announce Type: new 
Abstract: We present EmBolic - a novel fully hyperbolic deep learning architecture for fine-grained emotion analysis from textual messages. The underlying idea i"
cs.LG,cs.LG_49,The Rhetoric of Machine Learning,https://arxiv.org/abs/2604.06754,"arXiv:2604.06754v1 Announce Type: new 
Abstract: I examine the technology of machine learning from the perspective of rhetoric, which is simply the art of persuasion. Rather than being a neutral and """
cs.LG,cs.LG_50,Geometric Properties of the Voronoi Tessellation in Latent Semantic Manifolds of Large Language Models,https://arxiv.org/abs/2604.06767,"arXiv:2604.06767v1 Announce Type: new 
Abstract: Language models operate on discrete tokens but compute in continuous vector spaces, inducing a Voronoi tessellation over the representation manifold. W"
cs.LG,cs.LG_51,Sparse-Aware Neural Networks for Nonlinear Functionals: Mitigating the Exponential Dependence on Dimension,https://arxiv.org/abs/2604.06774,"arXiv:2604.06774v1 Announce Type: new 
Abstract: Deep neural networks have emerged as powerful tools for learning operators defined over infinite-dimensional function spaces. However, existing theorie"
cs.LG,cs.LG_52,Instance-Adaptive Parametrization for Amortized Variational Inference,https://arxiv.org/abs/2604.06796,"arXiv:2604.06796v1 Announce Type: new 
Abstract: Latent variable models, including variational autoencoders (VAE), remain a central tool in modern deep generative modeling due to their scalability and"
cs.LG,cs.LG_53,MoBiE: Efficient Inference of Mixture of Binary Experts under Post-Training Quantization,https://arxiv.org/abs/2604.06798,"arXiv:2604.06798v1 Announce Type: new 
Abstract: Mixture-of-Experts (MoE) based large language models (LLMs) offer strong performance but suffer from high memory and computation costs. Weight binariza"
cs.LG,cs.LG_54,"OmniTabBench: Mapping the Empirical Frontiers of GBDTs, Neural Networks, and Foundation Models for Tabular Data at Scale",https://arxiv.org/abs/2604.06814,"arXiv:2604.06814v1 Announce Type: new 
Abstract: While traditional tree-based ensemble methods have long dominated tabular tasks, deep neural networks and emerging foundation models have challenged th"
cs.LG,cs.LG_55,STQuant: Spatio-Temporal Adaptive Framework for Optimizer Quantization in Large Multimodal Model Training,https://arxiv.org/abs/2604.06836,"arXiv:2604.06836v1 Announce Type: new 
Abstract: Quantization is an effective way to reduce the memory cost of large-scale model training. However, most existing methods adopt fixed-precision policies"
cs.LG,cs.LG_56,Contraction-Aligned Analysis of Soft Bellman Residual Minimization with Weighted Lp-Norm for Markov Decision Problem,https://arxiv.org/abs/2604.06837,"arXiv:2604.06837v1 Announce Type: new 
Abstract: The problem of solving Markov decision processes under function approximation remains a fundamental challenge, even under linear function approximation"
cs.LG,cs.LG_57,MENO: MeanFlow-Enhanced Neural Operators for Dynamical Systems,https://arxiv.org/abs/2604.06881,"arXiv:2604.06881v1 Announce Type: new 
Abstract: Neural operators have emerged as powerful surrogates for dynamical systems due to their grid-invariant properties and computational efficiency. However"
cs.LG,cs.LG_58,VertAX: a differentiable vertex model for learning epithelial tissue mechanics,https://arxiv.org/abs/2604.06896,"arXiv:2604.06896v1 Announce Type: new 
Abstract: Epithelial tissues dynamically reshape through local mechanical interactions among cells, a process well captured by vertex models. Yet their many tuna"
cs.LG,cs.LG_59,Equivariant Multi-agent Reinforcement Learning for Multimodal Vehicle-to-Infrastructure Systems,https://arxiv.org/abs/2604.06914,"arXiv:2604.06914v1 Announce Type: new 
Abstract: In this paper, we study a vehicle-to-infrastructure (V2I) system where distributed base stations (BSs) acting as road-side units (RSUs) collect multimo"
cs.LG,cs.LG_60,"FP4 Explore, BF16 Train: Diffusion Reinforcement Learning via Efficient Rollout Scaling",https://arxiv.org/abs/2604.06916,"arXiv:2604.06916v1 Announce Type: new 
Abstract: Reinforcement-Learning-based post-training has recently emerged as a promising paradigm for aligning text-to-image diffusion models with human preferen"
cs.LG,cs.LG_61,A First Guess is Rarely the Final Answer: Learning to Search in the Travelling Salesperson Problem,https://arxiv.org/abs/2604.06940,"arXiv:2604.06940v1 Announce Type: new 
Abstract: Most neural solvers for the Traveling Salesperson Problem (TSP) are trained to output a single solution, even though practitioners rarely stop there: a"
cs.LG,cs.LG_62,Frailty Estimation in Elderly Oncology Patients Using Multimodal Wearable Data and Multi-Instance Learning,https://arxiv.org/abs/2604.06985,"arXiv:2604.06985v1 Announce Type: new 
Abstract: Frailty and functional decline strongly influence treatment tolerance and outcomes in older patients with cancer, yet assessment is typically limited t"
cs.LG,cs.LG_63,Stress Estimation in Elderly Oncology Patients Using Visual Wearable Representations and Multi-Instance Learning,https://arxiv.org/abs/2604.06990,"arXiv:2604.06990v1 Announce Type: new 
Abstract: Psychological stress is clinically relevant in cardio-oncology, yet it is typically assessed only through patient-reported outcome measures (PROMs) and"
cs.LG,cs.LG_64,Predictive Representations for Skill Transfer in Reinforcement Learning,https://arxiv.org/abs/2604.07016,"arXiv:2604.07016v1 Announce Type: new 
Abstract: A key challenge in scaling up Reinforcement Learning is generalizing learned behaviour. Without the ability to carry forward acquired knowledge an agen"
cs.LG,cs.LG_65,ConceptTracer: Interactive Analysis of Concept Saliency and Selectivity in Neural Representations,https://arxiv.org/abs/2604.07019,"arXiv:2604.07019v1 Announce Type: new 
Abstract: Neural networks deliver impressive predictive performance across a variety of tasks, but they are often opaque in their decision-making processes. Desp"
cs.LG,cs.LG_66,Learning to Query History: Nonstationary Classification via Learned Retrieval,https://arxiv.org/abs/2604.07027,"arXiv:2604.07027v1 Announce Type: new 
Abstract: Nonstationarity is ubiquitous in practical classification settings, leading deployed models to perform poorly even when they generalize well to holdout"
cs.LG,cs.LG_67,MoE Routing Testbed: Studying Expert Specialization and Routing Behavior at Small Scale,https://arxiv.org/abs/2604.07030,"arXiv:2604.07030v1 Announce Type: new 
Abstract: Sparse Mixture-of-Experts (MoE) architectures are increasingly popular for frontier large language models (LLM) but they introduce training challenges "
cs.LG,cs.LG_68,AdaBoost Does Not Always Cycle: A Computer-Assisted Counterexample,https://arxiv.org/abs/2604.07055,"arXiv:2604.07055v1 Announce Type: new 
Abstract: We give a computer-assisted counterexample to the open question, posed by Rudin, Schapire, and Daubechies in COLT 2012, of whether exhaustive AdaBoost "
cs.LG,cs.LG_69,Production-Ready Automated ECU Calibration using Residual Reinforcement Learning,https://arxiv.org/abs/2604.07059,"arXiv:2604.07059v1 Announce Type: new 
Abstract: Electronic Control Units (ECUs) have played a pivotal role in transforming motorcars of yore into the modern vehicles we see on our roads today. They a"
cs.LG,cs.LG_70,Epistemic Robust Offline Reinforcement Learning,https://arxiv.org/abs/2604.07072,"arXiv:2604.07072v1 Announce Type: new 
Abstract: Offline reinforcement learning learns policies from fixed datasets without further environment interaction. A key challenge in this setting is epistemi"
cs.LG,cs.LG_71,Mining Electronic Health Records to Investigate Effectiveness of Ensemble Deep Clustering,https://arxiv.org/abs/2604.07085,"arXiv:2604.07085v1 Announce Type: new 
Abstract: In electronic health records (EHRs), clustering patients and distinguishing disease subtypes are key tasks to elucidate pathophysiology and aid clinica"
cs.LG,cs.LG_72,Are Stochastic Multi-objective Bandits Harder than Single-objective Bandits?,https://arxiv.org/abs/2604.07096,"arXiv:2604.07096v1 Announce Type: new 
Abstract: Multi-objective bandits have attracted increasing attention because of their broad applicability and mathematical elegance, where the reward of each ar"
cs.LG,cs.LG_73,Selective Neuron Amplification for Training-Free Task Enhancement,https://arxiv.org/abs/2604.07098,"arXiv:2604.07098v1 Announce Type: new 
Abstract: Large language models often fail on tasks they seem to already understand. In our experiments, this appears to be less about missing knowledge and more"
cs.LG,cs.LG_74,Information as Structural Alignment: A Dynamical Theory of Continual Learning,https://arxiv.org/abs/2604.07108,"arXiv:2604.07108v1 Announce Type: new 
Abstract: Catastrophic forgetting is not an engineering failure. It is a mathematical consequence of storing knowledge as global parameter superposition. Existin"
cs.LG,cs.LG_75,Lumbermark: Resistant Clustering by Chopping Up Mutual Reachability Minimum Spanning Trees,https://arxiv.org/abs/2604.07143,"arXiv:2604.07143v1 Announce Type: new 
Abstract: We introduce Lumbermark, a robust divisive clustering algorithm capable of detecting clusters of varying sizes, densities, and shapes. Lumbermark itera"
cs.LG,cs.LG_76,Multi-Turn Reasoning LLMs for Task Offloading in Mobile Edge Computing,https://arxiv.org/abs/2604.07148,"arXiv:2604.07148v1 Announce Type: new 
Abstract: Emerging computation-intensive applications impose stringent latency requirements on resource-constrained mobile devices. Mobile Edge Computing (MEC) a"
cs.LG,cs.LG_77,"SBBTS: A Unified Schr\""odinger-Bass Framework for Synthetic Financial Time Series",https://arxiv.org/abs/2604.07159,"arXiv:2604.07159v1 Announce Type: new 
Abstract: We study the problem of generating synthetic time series that reproduce both marginal distributions and temporal dynamics, a central challenge in finan"
cs.LG,cs.LG_78,Smart Commander: A Hierarchical Reinforcement Learning Framework for Fleet-Level PHM Decision Optimization,https://arxiv.org/abs/2604.07171,"arXiv:2604.07171v1 Announce Type: new 
Abstract: Decision-making in military aviation Prognostics and Health Management (PHM) faces significant challenges due to the ""curse of dimensionality"" in large"
cs.LG,cs.LG_79,Improving Semantic Uncertainty Quantification in Language Model Question-Answering via Token-Level Temperature Scaling,https://arxiv.org/abs/2604.07172,"arXiv:2604.07172v1 Announce Type: new 
Abstract: Calibration is central to reliable semantic uncertainty quantification, yet prior work has largely focused on discrimination, neglecting calibration. A"
cs.LG,cs.LG_80,Mixture Proportion Estimation and Weakly-supervised Kernel Test for Conditional Independence,https://arxiv.org/abs/2604.07191,"arXiv:2604.07191v1 Announce Type: new 
Abstract: Mixture proportion estimation (MPE) aims to estimate class priors from unlabeled data. This task is a critical component in weakly supervised learning,"
cs.LG,cs.LG_81,Beyond the Mean: Modelling Annotation Distributions in Continuous Affect Prediction,https://arxiv.org/abs/2604.07198,"arXiv:2604.07198v1 Announce Type: new 
Abstract: Emotion annotation is inherently subjective and cognitively demanding, producing signals that reflect diverse perceptions across annotators rather than"
cs.LG,cs.LG_82,Diffusion Processes on Implicit Manifolds,https://arxiv.org/abs/2604.07213,"arXiv:2604.07213v1 Announce Type: new 
Abstract: High-dimensional data are often modeled as lying near a low-dimensional manifold. We study how to construct diffusion processes on this data manifold i"
cs.LG,cs.LG_83,How Does Machine Learning Manage Complexity?,https://arxiv.org/abs/2604.07233,"arXiv:2604.07233v1 Announce Type: new 
Abstract: We provide a computational complexity lens to understand the power of machine learning models, particularly their ability to model complex systems.
  M"
cs.LG,cs.LG_84,On the Price of Privacy for Language Identification and Generation,https://arxiv.org/abs/2604.07238,"arXiv:2604.07238v1 Announce Type: new 
Abstract: As large language models (LLMs) are increasingly trained on sensitive user data, understanding the fundamental cost of privacy in language learning bec"
cs.LG,cs.LG_85,"Weaves, Wires, and Morphisms: Formalizing and Implementing the Algebra of Deep Learning",https://arxiv.org/abs/2604.07242,"arXiv:2604.07242v1 Announce Type: new 
Abstract: Despite deep learning models running well-defined mathematical functions, we lack a formal mathematical framework for describing model architectures. A"
cs.LG,cs.LG_86,A comparative analysis of machine learning models in SHAP analysis,https://arxiv.org/abs/2604.07258,"arXiv:2604.07258v1 Announce Type: new 
Abstract: In this growing age of data and technology, large black-box models are becoming the norm due to their ability to handle vast amounts of data and learn "
cs.LG,cs.LG_87,Tracking Adaptation Time: Metrics for Temporal Distribution Shift,https://arxiv.org/abs/2604.07266,"arXiv:2604.07266v1 Announce Type: new 
Abstract: Evaluating robustness under temporal distribution shift remains an open challenge. Existing metrics quantify the average decline in performance, but fa"
cs.LG,cs.LG_88,Android Coach: Improve Online Agentic Training Efficiency with Single State Multiple Actions,https://arxiv.org/abs/2604.07277,"arXiv:2604.07277v1 Announce Type: new 
Abstract: Online reinforcement learning (RL) serves as an effective method for enhancing the capabilities of Android agents. However, guiding agents to learn thr"
cs.LG,cs.LG_89,Graph Neural ODE Digital Twins for Control-Oriented Reactor Thermal-Hydraulic Forecasting Under Partial Observability,https://arxiv.org/abs/2604.07292,"arXiv:2604.07292v1 Announce Type: new 
Abstract: Real-time supervisory control of advanced reactors requires accurate forecasting of plant-wide thermal-hydraulic states, including locations where phys"
cs.LG,cs.LG_90,SL-FAC: A Communication-Efficient Split Learning Framework with Frequency-Aware Compression,https://arxiv.org/abs/2604.07316,"arXiv:2604.07316v1 Announce Type: new 
Abstract: The growing complexity of neural networks hinders the deployment of distributed machine learning on resource-constrained devices. Split learning (SL) o"
cs.LG,cs.LG_91,How to sketch a learning algorithm,https://arxiv.org/abs/2604.07328,"arXiv:2604.07328v1 Announce Type: new 
Abstract: How does the choice of training data influence an AI model? This question is of central importance to interpretability, privacy, and basic science. At "
cs.LG,cs.LG_92,MedRoute: RL-Based Dynamic Specialist Routing in Multi-Agent Medical Diagnosis,https://arxiv.org/abs/2604.06180,"arXiv:2604.06180v1 Announce Type: cross 
Abstract: Medical diagnosis using Large Multimodal Models (LMMs) has gained increasing attention due to capability of these models in providing precise diagnos"
cs.LG,cs.LG_93,The Stepwise Informativeness Assumption: Why are Entropy Dynamics and Reasoning Correlated in LLMs?,https://arxiv.org/abs/2604.06192,"arXiv:2604.06192v1 Announce Type: cross 
Abstract: Recent work uses entropy-based signals at multiple representation levels to study reasoning in large language models, but the field remains largely e"
cs.LG,cs.LG_94,Distributional Open-Ended Evaluation of LLM Cultural Value Alignment Based on Value Codebook,https://arxiv.org/abs/2604.06210,"arXiv:2604.06210v1 Announce Type: cross 
Abstract: As LLMs are globally deployed, aligning their cultural value orientations is critical for safety and user engagement. However, existing benchmarks fa"
cs.LG,cs.LG_95,Toward Reducing Unproductive Container Moves: Predicting Service Requirements and Dwell Times,https://arxiv.org/abs/2604.06251,"arXiv:2604.06251v1 Announce Type: cross 
Abstract: This article presents the results of a data science study conducted at a container terminal, aimed at reducing unproductive container moves through t"
cs.LG,cs.LG_96,Incentive-Aware Multi-Fidelity Optimization for Generative Advertising in Large Language Models,https://arxiv.org/abs/2604.06263,"arXiv:2604.06263v1 Announce Type: cross 
Abstract: Generative advertising in large language model (LLM) responses requires optimizing sponsorship configurations under two strict constraints: the strat"
