category,paper_id,title,link,summary
cs.CL,cs.CL_10,Tool-MCoT: Tool Augmented Multimodal Chain-of-Thought for Content Safety Moderation,https://arxiv.org/abs/2604.06205,"arXiv:2604.06205v1 Announce Type: new 
Abstract: The growth of online platforms and user content requires strong content moderation systems that can handle complex inputs from various media types. Whi"
cs.CL,cs.CL_11,A Comparative Study of Demonstration Selection for Practical Large Language Models-based Next POI Prediction,https://arxiv.org/abs/2604.06207,"arXiv:2604.06207v1 Announce Type: new 
Abstract: This paper investigates demonstration selection strategies for predicting a user's next point-of-interest (POI) using large language models (LLMs), aim"
cs.CL,cs.CL_12,Extracting Breast Cancer Phenotypes from Clinical Notes: Comparing LLMs with Classical Ontology Methods,https://arxiv.org/abs/2604.06208,"arXiv:2604.06208v1 Announce Type: new 
Abstract: A significant amount of data held in Oncology Electronic Medical Records (EMRs) is contained in unstructured provider notes -- including but not limite"
cs.CL,cs.CL_13,TelcoAgent-Bench: A Multilingual Benchmark for Telecom AI Agents,https://arxiv.org/abs/2604.06209,"arXiv:2604.06209v1 Announce Type: new 
Abstract: The integration of large language model (LLM) agents into telecom networks introduces new challenges, related to intent recognition, tool execution, an"
cs.CL,cs.CL_14,Distributional Open-Ended Evaluation of LLM Cultural Value Alignment Based on Value Codebook,https://arxiv.org/abs/2604.06210,"arXiv:2604.06210v1 Announce Type: new 
Abstract: As LLMs are globally deployed, aligning their cultural value orientations is critical for safety and user engagement. However, existing benchmarks face"
cs.CL,cs.CL_15,Illocutionary Explanation Planning for Source-Faithful Explanations in Retrieval-Augmented Language Models,https://arxiv.org/abs/2604.06211,"arXiv:2604.06211v1 Announce Type: new 
Abstract: Natural language explanations produced by large language models (LLMs) are often persuasive, but not necessarily scrutable: users cannot easily verify "
cs.CL,cs.CL_16,Invisible Influences: Investigating Implicit Intersectional Biases through Persona Engineering in Large Language Models,https://arxiv.org/abs/2604.06213,"arXiv:2604.06213v1 Announce Type: new 
Abstract: Large Language Models (LLMs) excel at human-like language generation but often embed and amplify implicit, intersectional biases, especially under pers"
cs.CL,cs.CL_17,Unsupervised Neural Network for Automated Classification of Surgical Urgency Levels in Medical Transcriptions,https://arxiv.org/abs/2604.06214,"arXiv:2604.06214v1 Announce Type: new 
Abstract: Efficient classification of surgical procedures by urgency is paramount to optimize patient care and resource allocation within healthcare systems. Thi"
cs.CL,cs.CL_18,Blending Human and LLM Expertise to Detect Hallucinations and Omissions in Mental Health Chatbot Responses,https://arxiv.org/abs/2604.06216,"arXiv:2604.06216v1 Announce Type: new 
Abstract: As LLM-powered chatbots are increasingly deployed in mental health services, detecting hallucinations and omissions has become critical for user safety"
cs.CL,cs.CL_19,STDec: Spatio-Temporal Stability Guided Decoding for dLLMs,https://arxiv.org/abs/2604.06330,"arXiv:2604.06330v1 Announce Type: new 
Abstract: Diffusion Large Language Models (dLLMs) have achieved rapid progress, viewed as a promising alternative to the autoregressive paradigm. However, most d"
cs.CL,cs.CL_20,Severity-Aware Weighted Loss for Arabic Medical Text Generation,https://arxiv.org/abs/2604.06346,"arXiv:2604.06346v1 Announce Type: new 
Abstract: Large language models have shown strong potential for Arabic medical text generation; however, traditional fine-tuning objectives treat all medical cas"
cs.CL,cs.CL_21,"In-Context Learning in Speech Language Models: Analyzing the Role of Acoustic Features, Linguistic Structure, and Induction Heads",https://arxiv.org/abs/2604.06356,"arXiv:2604.06356v1 Announce Type: new 
Abstract: In-Context Learning (ICL) has been extensively studied in text-only Language Models, but remains largely unexplored in the speech domain. Here, we inve"
cs.CL,cs.CL_22,A Severity-Based Curriculum Learning Strategy for Arabic Medical Text Generation,https://arxiv.org/abs/2604.06365,"arXiv:2604.06365v1 Announce Type: new 
Abstract: Arabic medical text generation is increasingly needed to help users interpret symptoms and access general health guidance in their native language. Nev"
cs.CL,cs.CL_23,The Illusion of Superposition? A Principled Analysis of Latent Thinking in Language Models,https://arxiv.org/abs/2604.06374,"arXiv:2604.06374v1 Announce Type: new 
Abstract: Latent reasoning via continuous chain-of-thoughts (Latent CoT) has emerged as a promising alternative to discrete CoT reasoning. Operating in continuou"
cs.CL,cs.CL_24,Application-Driven Pedagogical Knowledge Optimization of Open-Source LLMs via Reinforcement Learning and Supervised Fine-Tuning,https://arxiv.org/abs/2604.06385,"arXiv:2604.06385v1 Announce Type: new 
Abstract: We present an innovative multi-stage optimization strategy combining reinforcement learning (RL) and supervised fine-tuning (SFT) to enhance the pedago"
cs.CL,cs.CL_25,ART: Attention Replacement Technique to Improve Factuality in LLMs,https://arxiv.org/abs/2604.06393,"arXiv:2604.06393v1 Announce Type: new 
Abstract: Hallucination in large language models (LLMs) continues to be a significant issue, particularly in tasks like question answering, where models often ge"
cs.CL,cs.CL_26,FMI@SU ToxHabits: Evaluating LLMs Performance on Toxic Habit Extraction in Spanish Clinical Texts,https://arxiv.org/abs/2604.06403,"arXiv:2604.06403v1 Announce Type: new 
Abstract: The paper presents an approach for the recognition of toxic habits named entities in Spanish clinical texts. The approach was developed for the ToxHabi"
cs.CL,cs.CL_27,Attention Flows: Tracing LLM Conceptual Engagement via Story Summaries,https://arxiv.org/abs/2604.06416,"arXiv:2604.06416v1 Announce Type: new 
Abstract: Although LLM context lengths have grown, there is evidence that their ability to integrate information across long-form texts has not kept pace. We eva"
cs.CL,cs.CL_28,State-of-the-Art Arabic Language Modeling with Sparse MoE Fine-Tuning and Chain-of-Thought Distillation,https://arxiv.org/abs/2604.06421,"arXiv:2604.06421v1 Announce Type: new 
Abstract: This paper introduces Arabic-DeepSeek-R1, an application-driven open-source Arabic LLM that leverages a sparse MoE backbone to address the digital equi"
cs.CL,cs.CL_29,"When to Call an Apple Red: Humans Follow Introspective Rules, VLMs Don't",https://arxiv.org/abs/2604.06422,"arXiv:2604.06422v1 Announce Type: new 
Abstract: Understanding when Vision-Language Models (VLMs) will behave unexpectedly, whether models can reliably predict their own behavior, and if models adhere"
cs.CL,cs.CL_30,Team Fusion@ SU@ BC8 SympTEMIST track: transformer-based approach for symptom recognition and linking,https://arxiv.org/abs/2604.06424,"arXiv:2604.06424v1 Announce Type: new 
Abstract: This paper presents a transformer-based approach to solving the SympTEMIST named entity recognition (NER) and entity linking (EL) tasks. For NER, we fi"
cs.CL,cs.CL_31,Learning to Interrupt in Language-based Multi-agent Communication,https://arxiv.org/abs/2604.06452,"arXiv:2604.06452v1 Announce Type: new 
Abstract: Multi-agent systems using large language models (LLMs) have demonstrated impressive capabilities across various domains. However, current agent communi"
cs.CL,cs.CL_32,Context-Aware Dialectal Arabic Machine Translation with Interactive Region and Register Selection,https://arxiv.org/abs/2604.06456,"arXiv:2604.06456v1 Announce Type: new 
Abstract: Current Machine Translation (MT) systems for Arabic often struggle to account for dialectal diversity, frequently homogenizing dialectal inputs into Mo"
cs.CL,cs.CL_33,Multi-objective Evolutionary Merging Enables Efficient Reasoning Models,https://arxiv.org/abs/2604.06465,"arXiv:2604.06465v1 Announce Type: new 
Abstract: Reasoning models have demonstrated remarkable capabilities in solving complex problems by leveraging long chains of thought. However, this more deliber"
cs.CL,cs.CL_34,DataSTORM: Deep Research on Large-Scale Databases using Exploratory Data Analysis and Data Storytelling,https://arxiv.org/abs/2604.06474,"arXiv:2604.06474v1 Announce Type: new 
Abstract: Deep research with Large Language Model (LLM) agents is emerging as a powerful paradigm for multi-step information discovery, synthesis, and analysis. "
cs.CL,cs.CL_35,ValueGround: Evaluating Culture-Conditioned Visual Value Grounding in MLLMs,https://arxiv.org/abs/2604.06484,"arXiv:2604.06484v1 Announce Type: new 
Abstract: Cultural values are expressed not only through language but also through visual scenes and everyday social practices. Yet existing evaluations of cultu"
cs.CL,cs.CL_36,Closing the Speech-Text Gap with Limited Audio for Effective Domain Adaptation in LLM-Based ASR,https://arxiv.org/abs/2604.06487,"arXiv:2604.06487v1 Announce Type: new 
Abstract: Conventional end-to-end automatic speech recognition (ASR) systems rely on paired speech-text data for domain adaptation. Recent LLM-based ASR architec"
cs.CL,cs.CL_37,MedConclusion: A Benchmark for Biomedical Conclusion Generation from Structured Abstracts,https://arxiv.org/abs/2604.06505,"arXiv:2604.06505v1 Announce Type: new 
Abstract: Large language models (LLMs) are widely explored for reasoning-intensive research tasks, yet resources for testing whether they can infer scientific co"
cs.CL,cs.CL_38,Fine-tuning Whisper for Pashto ASR: strategies and scale,https://arxiv.org/abs/2604.06507,"arXiv:2604.06507v1 Announce Type: new 
Abstract: Pashto is absent from Whisper's pre-training corpus despite being one of CommonVoice's largest language collections, leaving off-the-shelf models unusa"
cs.CL,cs.CL_39,Does a Global Perspective Help Prune Sparse MoEs Elegantly?,https://arxiv.org/abs/2604.06542,"arXiv:2604.06542v1 Announce Type: new 
Abstract: Empirical scaling laws for language models have encouraged the development of ever-larger LLMs, despite their growing computational and memory costs. S"
cs.CL,cs.CL_40,The Illusion of Stochasticity in LLMs,https://arxiv.org/abs/2604.06543,"arXiv:2604.06543v1 Announce Type: new 
Abstract: In this work, we demonstrate that reliable stochastic sampling is a fundamental yet unfulfilled requirement for Large Language Models (LLMs) operating "
cs.CL,cs.CL_41,CCD-CBT: Multi-Agent Therapeutic Interaction for CBT Guided by Cognitive Conceptualization Diagram,https://arxiv.org/abs/2604.06551,"arXiv:2604.06551v1 Announce Type: new 
Abstract: Large language models show potential for scalable mental-health support by simulating Cognitive Behavioral Therapy (CBT) counselors. However, existing "
cs.CL,cs.CL_42,To Lie or Not to Lie? Investigating The Biased Spread of Global Lies by LLMs,https://arxiv.org/abs/2604.06552,"arXiv:2604.06552v1 Announce Type: new 
Abstract: Misinformation is on the rise, and the strong writing capabilities of LLMs lower the barrier for malicious actors to produce and disseminate false info"
cs.CL,cs.CL_43,LLM-based Schema-Guided Extraction and Validation of Missing-Person Intelligence from Heterogeneous Data Sources,https://arxiv.org/abs/2604.06571,"arXiv:2604.06571v1 Announce Type: new 
Abstract: Missing-person and child-safety investigations rely on heterogeneous case documents, including structured forms, bulletin-style posters, and narrative "
cs.CL,cs.CL_44,Scoring Edit Impact in Grammatical Error Correction via Embedded Association Graphs,https://arxiv.org/abs/2604.06573,"arXiv:2604.06573v1 Announce Type: new 
Abstract: A Grammatical Error Correction (GEC) system produces a sequence of edits to correct an erroneous sentence. The quality of these edits is typically eval"
cs.CL,cs.CL_45,Scientific Knowledge-driven Decoding Constraints Improving the Reliability of LLMs,https://arxiv.org/abs/2604.06603,"arXiv:2604.06603v1 Announce Type: new 
Abstract: Large language models (LLMs) have shown strong knowledge reserves and task-solving capabilities, but still face the challenge of severe hallucination, "
cs.CL,cs.CL_46,The Detection--Extraction Gap: Models Know the Answer Before They Can Say It,https://arxiv.org/abs/2604.06613,"arXiv:2604.06613v1 Announce Type: new 
Abstract: Modern reasoning models continue generating long after the answer is already determined. Across five model configurations, two families, and three benc"
cs.CL,cs.CL_47,DiffuMask: Diffusion Language Model for Token-level Prompt Pruning,https://arxiv.org/abs/2604.06627,"arXiv:2604.06627v1 Announce Type: new 
Abstract: In-Context Learning and Chain-of-Thought prompting improve reasoning in large language models (LLMs). These typically come at the cost of longer, more "
cs.CL,cs.CL_48,Feedback Adaptation for Retrieval-Augmented Generation,https://arxiv.org/abs/2604.06647,"arXiv:2604.06647v1 Announce Type: new 
Abstract: Retrieval-Augmented Generation (RAG) systems are typically evaluated under static assumptions, despite being frequently corrected through user or exper"
cs.CL,cs.CL_49,A Parameter-Efficient Transfer Learning Approach through Multitask Prompt Distillation and Decomposition for Clinical NLP,https://arxiv.org/abs/2604.06650,"arXiv:2604.06650v1 Announce Type: new 
Abstract: Existing prompt-based fine-tuning methods typically learn task-specific prompts independently, imposing significant computing and storage overhead at s"
cs.CL,cs.CL_50,A Graph-Enhanced Defense Framework for Explainable Fake News Detection with LLM,https://arxiv.org/abs/2604.06666,"arXiv:2604.06666v1 Announce Type: new 
Abstract: Explainable fake news detection aims to assess the veracity of news claims while providing human-friendly explanations. Existing methods incorporating "
cs.CL,cs.CL_51,Between Century and Poet: Graph-Based Lexical Semantic Change in Persian Poetry,https://arxiv.org/abs/2604.06674,"arXiv:2604.06674v1 Announce Type: new 
Abstract: Meaning in Persian poetry is both historical and relational. Words persist through literary tradition while shifting their force through changing const"
cs.CL,cs.CL_52,ChemVLR: Prioritizing Reasoning in Perception for Chemical Vision-Language Understanding,https://arxiv.org/abs/2604.06685,"arXiv:2604.06685v1 Announce Type: new 
Abstract: While Vision-Language Models (VLMs) have demonstrated significant potential in chemical visual understanding, current models are predominantly optimize"
cs.CL,cs.CL_53,Adaptive Prompt Structure Factorization: A Framework for Self-Discovering and Optimizing Compositional Prompt Programs,https://arxiv.org/abs/2604.06699,"arXiv:2604.06699v1 Announce Type: new 
Abstract: Automated prompt optimization is crucial for eliciting reliable reasoning from large language models (LLMs), yet most API-only prompt optimizers iterat"
cs.CL,cs.CL_54,TEC: A Collection of Human Trial-and-error Trajectories for Problem Solving,https://arxiv.org/abs/2604.06734,"arXiv:2604.06734v1 Announce Type: new 
Abstract: Trial-and-error is a fundamental strategy for humans to solve complex problems and a necessary capability for Artificial Intelligence (AI) systems oper"
cs.CL,cs.CL_55,SQLStructEval: Structural Evaluation of LLM Text-to-SQL Generation,https://arxiv.org/abs/2604.06736,"arXiv:2604.06736v1 Announce Type: new 
Abstract: Despite strong performance on Text-to-SQL benchmarks, it remains unclear whether LLM-generated SQL programs are structurally reliable. In this work, we"
cs.CL,cs.CL_56,Luwen Technical Report,https://arxiv.org/abs/2604.06737,"arXiv:2604.06737v1 Announce Type: new 
Abstract: Large language models have demonstrated remarkable capabilities across a wide range of natural language processing tasks, yet their application in the "
cs.CL,cs.CL_57,StructKV: Preserving the Structural Skeleton for Scalable Long-Context Inference,https://arxiv.org/abs/2604.06746,"arXiv:2604.06746v1 Announce Type: new 
Abstract: As Large Language Models (LLMs) scale to support context windows exceeding one million tokens, the linear growth of Key-Value (KV) cache imposes severe"
cs.CL,cs.CL_58,Select-then-Solve: Paradigm Routing as Inference-Time Optimization for LLM Agents,https://arxiv.org/abs/2604.06753,"arXiv:2604.06753v1 Announce Type: new 
Abstract: When an LLM-based agent improves on a task, is the gain from the model itself or from the reasoning paradigm wrapped around it? We study this question "
cs.CL,cs.CL_59,How Long Reasoning Chains Influence LLMs' Judgment of Answer Factuality,https://arxiv.org/abs/2604.06756,"arXiv:2604.06756v1 Announce Type: new 
Abstract: Large language models (LLMs) has been widely adopted as a scalable surrogate for human evaluation, yet such judges remain imperfect and susceptible to "
cs.CL,cs.CL_60,Multilingual Cognitive Impairment Detection in the Era of Foundation Models,https://arxiv.org/abs/2604.06758,"arXiv:2604.06758v1 Announce Type: new 
Abstract: We evaluate cognitive impairment (CI) classification from transcripts of speech in English, Slovene, and Korean. We compare zero-shot large language mo"
cs.CL,cs.CL_61,TeamLLM: A Human-Like Team-Oriented Collaboration Framework for Multi-Step Contextualized Tasks,https://arxiv.org/abs/2604.06765,"arXiv:2604.06765v1 Announce Type: new 
Abstract: Recently, multi-Large Language Model (LLM) frameworks have been proposed to solve contextualized tasks. However, these frameworks do not explicitly emu"
cs.CL,cs.CL_62,Multi-Faceted Self-Consistent Preference Alignment for Query Rewriting in Conversational Search,https://arxiv.org/abs/2604.06771,"arXiv:2604.06771v1 Announce Type: new 
Abstract: Conversational Query Rewriting (CQR) aims to rewrite ambiguous queries to achieve more efficient conversational search. Early studies have predominantl"
cs.CL,cs.CL_63,Discourse Coherence and Response-Guided Context Rewriting for Multi-Party Dialogue Generation,https://arxiv.org/abs/2604.06784,"arXiv:2604.06784v1 Announce Type: new 
Abstract: Previous research on multi-party dialogue generation has predominantly leveraged structural information inherent in dialogues to directly inform the ge"
cs.CL,cs.CL_64,When Is Thinking Enough? Early Exit via Sufficiency Assessment for Efficient Reasoning,https://arxiv.org/abs/2604.06787,"arXiv:2604.06787v1 Announce Type: new 
Abstract: Large reasoning models (LRMs) have achieved remarkable performance in complex reasoning tasks, driven by their powerful inference-time scaling capabili"
cs.CL,cs.CL_65,GCoT-Decoding: Unlocking Deep Reasoning Paths for Universal Question Answering,https://arxiv.org/abs/2604.06794,"arXiv:2604.06794v1 Announce Type: new 
Abstract: Chain-of-Thought reasoning can enhance large language models, but it requires manually designed prompts to guide the model. Recently proposed CoT-decod"
cs.CL,cs.CL_66,Beyond Accuracy: Diagnosing Algebraic Reasoning Failures in LLMs Across Nine Complexity Dimensions,https://arxiv.org/abs/2604.06799,"arXiv:2604.06799v1 Announce Type: new 
Abstract: Algebraic reasoning remains one of the most informative stress tests for large language models, yet current benchmarks provide no mechanism for attribu"
cs.CL,cs.CL_67,Cognitive Loop of Thought: Reversible Hierarchical Markov Chain for Efficient Mathematical Reasoning,https://arxiv.org/abs/2604.06805,"arXiv:2604.06805v1 Announce Type: new 
Abstract: Multi-step Chain-of-Thought (CoT) has significantly advanced the mathematical reasoning capabilities of LLMs by leveraging explicit reasoning steps. Ho"
cs.CL,cs.CL_68,AGSC: Adaptive Granularity and Semantic Clustering for Uncertainty Quantification in Long-text Generation,https://arxiv.org/abs/2604.06812,"arXiv:2604.06812v1 Announce Type: new 
Abstract: Large Language Models (LLMs) have demonstrated impressive capabilities in long-form generation, yet their application is hindered by the hallucination "
cs.CL,cs.CL_69,"SemEval-2026 Task 9: Detecting Multilingual, Multicultural and Multievent Online Polarization",https://arxiv.org/abs/2604.06817,"arXiv:2604.06817v1 Announce Type: new 
Abstract: We present SemEval-2026 Task 9, a shared task on online polarization detection, covering 22 languages and comprising over 110K annotated instances. Eac"
cs.CL,cs.CL_70,"Environmental, Social and Governance Sentiment Analysis on Slovene News: A Novel Dataset and Models",https://arxiv.org/abs/2604.06826,"arXiv:2604.06826v1 Announce Type: new 
Abstract: Environmental, Social, and Governance (ESG) considerations are increasingly integral to assessing corporate performance, reputation, and long-term sust"
cs.CL,cs.CL_71,WRAP++: Web discoveRy Amplified Pretraining,https://arxiv.org/abs/2604.06829,"arXiv:2604.06829v1 Announce Type: new 
Abstract: Synthetic data rephrasing has emerged as a powerful technique for enhancing knowledge acquisition during large language model (LLM) pretraining. Howeve"
cs.CL,cs.CL_72,Fast-dVLM: Efficient Block-Diffusion VLM via Direct Conversion from Autoregressive VLM,https://arxiv.org/abs/2604.06832,"arXiv:2604.06832v1 Announce Type: new 
Abstract: Vision-language models (VLMs) predominantly rely on autoregressive decoding, which generates tokens one at a time and fundamentally limits inference th"
cs.CL,cs.CL_73,On the Step Length Confounding in LLM Reasoning Data Selection,https://arxiv.org/abs/2604.06834,"arXiv:2604.06834v1 Announce Type: new 
Abstract: Large reasoning models have recently demonstrated strong performance on complex tasks that require long chain-of-thought reasoning, through supervised "
cs.CL,cs.CL_74,HingeMem: Boundary Guided Long-Term Memory with Query Adaptive Retrieval for Scalable Dialogues,https://arxiv.org/abs/2604.06845,"arXiv:2604.06845v1 Announce Type: new 
Abstract: Long-term memory is critical for dialogue systems that support continuous, sustainable, and personalized interactions. However, existing methods rely o"
cs.CL,cs.CL_75,MedDialBench: Benchmarking LLM Diagnostic Robustness under Parametric Adversarial Patient Behaviors,https://arxiv.org/abs/2604.06846,"arXiv:2604.06846v1 Announce Type: new 
Abstract: Interactive medical dialogue benchmarks have shown that LLM diagnostic accuracy degrades significantly when interacting with non-cooperative patients, "
cs.CL,cs.CL_76,"To Adapt or not to Adapt, Rethinking the Value of Medical Knowledge-Aware Large Language Models",https://arxiv.org/abs/2604.06854,"arXiv:2604.06854v1 Announce Type: new 
Abstract: BACKGROUND: Recent studies have shown that domain-adapted large language models (LLMs) do not consistently outperform general-purpose counterparts on s"
cs.CL,cs.CL_77,Do We Need Distinct Representations for Every Speech Token? Unveiling and Exploiting Redundancy in Large Speech Language Models,https://arxiv.org/abs/2604.06871,"arXiv:2604.06871v1 Announce Type: new 
Abstract: Large Speech Language Models (LSLMs) typically operate at high token rates (tokens/s) to ensure acoustic fidelity, yet this results in sequence lengths"
cs.CL,cs.CL_78,iTAG: Inverse Design for Natural Text Generation with Accurate Causal Graph Annotations,https://arxiv.org/abs/2604.06902,"arXiv:2604.06902v1 Announce Type: new 
Abstract: A fundamental obstacle to causal discovery from text is the lack of causally annotated text data for use as ground truth, due to high annotation costs."
cs.CL,cs.CL_79,Is Biomedical Specialization Still Worth It? Insights from Domain-Adaptive Language Modelling with a New French Health Corpus,https://arxiv.org/abs/2604.06903,"arXiv:2604.06903v1 Announce Type: new 
Abstract: Large language models (LLMs) have demonstrated remarkable capabilities across diverse domains, yet their adaptation to specialized fields remains chall"
cs.CL,cs.CL_80,"The AI Skills Shift: Mapping Skill Obsolescence, Emergence, and Transition Pathways in the LLM Era",https://arxiv.org/abs/2604.06906,"arXiv:2604.06906v1 Announce Type: new 
Abstract: As Large Language Models reshape the global labor market, policymakers and workers need empirical data on which occupational skills may be most suscept"
cs.CL,cs.CL_81,Self-Preference Bias in Rubric-Based Evaluation of Large Language Models,https://arxiv.org/abs/2604.06996,"arXiv:2604.06996v1 Announce Type: new 
Abstract: LLM-as-a-judge has become the de facto approach for evaluating LLM outputs. However, judges are known to exhibit self-preference bias (SPB): they tend "
cs.CL,cs.CL_82,ChunQiuTR: Time-Keyed Temporal Retrieval in Classical Chinese Annals,https://arxiv.org/abs/2604.06997,"arXiv:2604.06997v1 Announce Type: new 
Abstract: Retrieval shapes how language models access and ground knowledge in retrieval-augmented generation (RAG). In historical research, the target is often n"
cs.CL,cs.CL_83,Continuous Interpretive Steering for Scalar Diversity,https://arxiv.org/abs/2604.07006,"arXiv:2604.07006v1 Announce Type: new 
Abstract: Pragmatic inference is inherently graded. Different lexical items give rise to pragmatic enrichment to different degrees. Scalar implicature exemplifie"
cs.CL,cs.CL_84,DTCRS: Dynamic Tree Construction for Recursive Summarization,https://arxiv.org/abs/2604.07012,"arXiv:2604.07012v1 Announce Type: new 
Abstract: Retrieval-Augmented Generation (RAG) mitigates the hallucination problem of Large Language Models (LLMs) by incorporating external knowledge. Recursive"
cs.CL,cs.CL_85,Corpora deduplication or duplication in Natural Language Processing of few resourced languages ? A case of study: The Mexico's Nahuatl,https://arxiv.org/abs/2604.07015,"arXiv:2604.07015v1 Announce Type: new 
Abstract: In this article, we seek to answer the following question: could data duplication be useful in Natural Language Processing (NLP) for languages with lim"
cs.CL,cs.CL_86,MARS: Enabling Autoregressive Models Multi-Token Generation,https://arxiv.org/abs/2604.07023,"arXiv:2604.07023v1 Announce Type: new 
Abstract: Autoregressive (AR) language models generate text one token at a time, even when consecutive tokens are highly predictable given earlier context. We in"
cs.CL,cs.CL_87,"Gemma 4, Phi-4, and Qwen3: Accuracy-Efficiency Tradeoffs in Dense and MoE Reasoning Language Models",https://arxiv.org/abs/2604.07035,"arXiv:2604.07035v1 Announce Type: new 
Abstract: Mixture-of-experts (MoE) language models are often expected to offer better quality-efficiency tradeoffs than dense models because only a subset of par"
cs.CL,cs.CL_88,ReDAct: Uncertainty-Aware Deferral for LLM Agents,https://arxiv.org/abs/2604.07036,"arXiv:2604.07036v1 Announce Type: new 
Abstract: Recently, LLM-based agents have become increasingly popular across many applications, including complex sequential decision-making problems. However, t"
cs.CL,cs.CL_89,"Sell More, Play Less: Benchmarking LLM Realistic Selling Skill",https://arxiv.org/abs/2604.07054,"arXiv:2604.07054v1 Announce Type: new 
Abstract: Sales dialogues require multi-turn, goal-directed persuasion under asymmetric incentives, which makes them a challenging setting for large language mod"
cs.CL,cs.CL_90,IndoBERT-Sentiment: Context-Conditioned Sentiment Classification for Indonesian Text,https://arxiv.org/abs/2604.07057,"arXiv:2604.07057v1 Announce Type: new 
Abstract: Existing Indonesian sentiment analysis models classify text in isolation, ignoring the topical context that often determines whether a statement is pos"
cs.CL,cs.CL_91,SemEval-2026 Task 3: Dimensional Aspect-Based Sentiment Analysis (DimABSA),https://arxiv.org/abs/2604.07066,"arXiv:2604.07066v1 Announce Type: new 
Abstract: We present the SemEval-2026 shared task on Dimensional Aspect-Based Sentiment Analysis (DimABSA), which improves traditional ABSA by modeling sentiment"
cs.CL,cs.CL_92,Is Cross-Lingual Transfer in Bilingual Models Human-Like? A Study with Overlapping Word Forms in Dutch and English,https://arxiv.org/abs/2604.07067,"arXiv:2604.07067v1 Announce Type: new 
Abstract: Bilingual speakers show cross-lingual activation during reading, especially for words with shared surface form. Cognates (friends) typically lead to fa"
cs.CL,cs.CL_93,Multilingual Embedding Probes Fail to Generalize Across Learner Corpora,https://arxiv.org/abs/2604.07095,"arXiv:2604.07095v1 Announce Type: new 
Abstract: Do multilingual embedding models encode a language-general representation of proficiency? We investigate this by training linear and non-linear probes "
cs.CL,cs.CL_94,STRIDE-ED: A Strategy-Grounded Stepwise Reasoning Framework for Empathetic Dialogue Systems,https://arxiv.org/abs/2604.07100,"arXiv:2604.07100v1 Announce Type: new 
Abstract: Empathetic dialogue requires not only recognizing a user's emotional state but also making strategy-aware, context-sensitive decisions throughout respo"
